Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,POS
grinder,7,793,6.68,6,2,2,NN
grinders,8,122,4.8,7,2,3,NN
grinding,8,1953,7.58,7,2,2,VB|NN
grindings,9,4,1.39,8,2,3,NN
grinds,6,506,6.23,6,1,2,NN|VB
grindstone,10,35,3.56,9,2,2,NN
gringo,6,179,5.19,6,2,1,NN
grinned,7,2102,7.65,5,1,2,VB
grinning,8,1168,7.06,6,2,2,VB
grins,5,885,6.79,5,1,2,NN|VB
tear,4,6617,8.8,3,1,1,NN
gripe,5,1429,7.26,4,1,1,VB|NN
gripes,6,571,6.35,5,1,2,NN|VB
gripped,7,772,6.65,5,1,2,VB|JJ
gripping,8,838,6.73,6,2,2,VB
grips,5,1952,7.58,5,1,2,NN|VB
grisly,6,254,5.54,6,2,1,JJ
grist,5,265,5.58,5,1,1,NN
gristle,7,199,5.29,5,2,1,NN
gristly,7,10,2.3,6,3,2,JJ
gristmill,9,5,1.61,8,2,2,NN
teas,4,675,6.51,3,1,2,NN
teat,4,223,5.41,3,1,1,NN
gender,6,11021,9.31,5,2,1,NN
genders,7,1042,6.95,6,2,2,NN
tech,4,45962,10.74,3,1,1,NN
genealogies,11,185,5.22,10,5,4,NN
genealogy,9,3291,8.1,9,5,3,NN
general,7,148204,11.91,6,2,2,JJ|NN
generalities,12,343,5.84,11,5,4,NN
generality,10,352,5.86,10,5,3,NN
generalization,14,1726,7.45,11,5,4,NN
generalizations,15,1674,7.42,12,5,5,NN
generalize,10,1174,7.07,8,3,3,VB
generalized,11,1824,7.51,9,3,4,JJ|VB
generally,9,49991,10.82,7,3,3,RB
generals,8,1915,7.56,7,2,3,NN
general's,9,1026,6.93,7,2,3,encl
generate,8,16688,9.72,7,3,2,VB
generated,9,15253,9.63,9,4,3,VB
generates,9,4980,8.51,8,3,3,VB|NN
generating,10,4858,8.49,9,4,3,VB|NN
generation,10,27089,10.21,8,4,3,NN
generations,11,8468,9.04,9,4,4,NN
generation's,12,171,5.14,9,4,4,encl
generative,10,98,4.58,9,4,3,JJ
generator,9,9104,9.12,8,4,3,NN
generators,10,1982,7.59,9,4,4,NN
generic,7,12336,9.42,7,3,2,JJ|NN
generosity,10,754,6.63,10,5,2,NN
generous,8,4648,8.44,7,3,1,JJ
generously,10,687,6.53,9,4,2,RB
genes,5,5646,8.64,4,1,2,NN
genesis,7,9619,9.17,7,3,2,NN
genetic,7,12111,9.4,7,3,2,JJ
geneticist,10,410,6.02,10,4,3,NN
Geneva,6,3765,8.23,6,3,1,NN
Genevieve,9,159,5.07,7,3,1,NN
genial,6,140,4.94,6,2,1,JJ
genie,5,5763,8.66,4,2,1,NN
geniality,9,2,0.69,9,5,2,NN
genital,7,1504,7.32,6,3,2,JJ
genitalia,9,588,6.38,9,4,2,NN
genius,6,6437,8.77,6,2,2,NN
geniuses,8,634,6.45,8,3,3,NN
genocide,8,4696,8.45,7,3,2,NN
genre,5,4639,8.44,5,2,1,NN
genres,6,1446,7.28,6,2,2,NN
teem,4,71,4.26,3,1,1,VB
genteel,7,214,5.37,6,2,1,JJ
gentile,7,1222,7.11,6,2,1,NN
gentiles,8,1252,7.13,7,2,2,NN
gentility,9,40,3.69,9,4,2,NN
gentle,6,6694,8.81,5,2,1,JJ|NN
gentlefolk,10,5,1.61,8,3,2,NN
gentleman,9,4731,8.46,8,3,2,NN
gentlemanly,11,86,4.45,10,4,3,JJ
gentlemen,9,2860,7.96,8,3,2,NN
gentleness,10,259,5.56,8,3,2,NN
gentler,7,876,6.78,6,3,2,JJ
gentlewoman,11,423,6.05,10,4,2,NN
gently,6,9621,9.17,6,2,2,RB
gentry,6,870,6.77,6,2,1,NN
genuflect,9,23,3.14,10,3,1,VB
genuine,7,7191,8.88,7,3,1,JJ
genuflection,12,13,2.56,11,4,2,NN
genuinely,9,2618,7.87,9,4,2,RB
genus,5,918,6.82,5,2,1,NN
geocentric,10,132,4.88,10,4,3,JJ
geocentricism,13,6,1.79,13,6,4,NN
geographer,10,144,4.97,8,4,3,NN
geographers,11,88,4.48,9,4,4,NN
geographic,10,5809,8.67,9,3,3,JJ
geographical,12,3377,8.12,10,4,4,JJ
geographically,14,1045,6.95,11,4,5,RB
geography,9,3256,8.09,8,4,3,NN
geological,10,2852,7.96,9,4,4,JJ
geologist,9,817,6.71,9,4,3,NN
geologists,10,523,6.26,10,4,4,NN
geology,7,2725,7.91,7,4,3,NN
geometric,9,1461,7.29,9,3,3,JJ
geometrical,11,371,5.92,10,4,4,JJ
geometrically,13,587,6.38,11,4,5,RB
geometry,8,5788,8.66,8,4,3,NN
geophysics,10,1051,6.96,9,4,3,NN
geopolitical,12,292,5.68,11,6,3,JJ
geopolitics,11,104,4.64,11,5,2,NN
George,6,46181,10.74,4,1,1,NN
George's,8,826,6.72,6,2,2,encl
Georgetown,10,1802,7.5,7,2,2,NN
Georgetown's,12,18,2.89,8,2,3,encl
Georgette,9,69,4.23,6,2,NULL,NN
Georgia,7,17770,9.79,5,2,2,NN
Georgian,8,496,6.21,6,2,2,JJ
Georgians,9,106,4.66,7,2,3,NN
Georgia's,9,92,4.52,6,2,3,encl
Gerald,6,4775,8.47,6,2,1,NN
Geraldine,9,254,5.54,8,3,1,NN
geranium,8,93,4.53,8,3,1,NN
teen,4,4196,8.34,3,1,1,JJ|NN
geriatric,9,180,5.19,9,4,3,JJ
German,6,36685,10.51,5,2,1,JJ|NN
germane,7,510,6.23,5,2,1,JJ
Germanic,8,845,6.74,7,3,2,JJ
Germanized,10,11,2.4,8,3,3,VB|JJ
Germans,7,5900,8.68,6,2,2,NN
German's,8,118,4.77,6,2,2,encl
Germany,7,42638,10.66,6,3,1,NN
Germany's,9,819,6.71,7,3,2,encl
germicide,9,2,0.69,7,3,2,NN
germinal,8,78,4.36,7,3,2,JJ
germinate,9,182,5.2,7,3,2,VB
germination,11,200,5.3,8,4,3,NN
germs,5,428,6.06,4,1,2,NN
Gerome,6,3,1.1,5,2,1,NN
gerrymander,11,6,1.79,9,4,2,VB
Gershwin,8,595,6.39,6,2,2,NN
Gershwins,9,11,2.4,7,2,3,NN
Gertrude,8,413,6.02,6,2,1,NN
gerund,6,24,3.18,6,2,1,NN
ghastly,7,392,5.97,6,2,1,JJ
gerundial,9,2,0.69,9,3,2,JJ
gestalt,7,520,6.25,7,2,NULL,NN
Gestapo,7,439,6.08,7,3,1,NN
gestation,9,439,6.08,7,3,2,NN
gesticulate,11,10,2.3,11,4,1,VB
gesticulated,12,1,0,13,5,2,VB
gesticulating,13,28,3.33,13,5,2,VB
gesture,7,1960,7.58,5,2,1,NN
gestured,8,245,5.5,6,2,2,VB
gestures,8,971,6.88,6,2,2,NN
gesticulation,13,6,1.79,12,5,2,NN
gesturing,9,177,5.18,7,3,2,VB|NN|JJ
tell,4,201112,12.21,3,1,1,VB|NN
getaway,7,462,6.14,6,3,2,NN
temp,4,7607,8.94,4,1,1,NN|VB
getting,7,160518,11.99,5,2,2,VB|NN
Gettysburg,10,809,6.7,8,3,3,NN
getup,5,32,3.47,5,2,2,NN
geyser,6,351,5.86,4,2,1,NN
geysers,7,104,4.64,5,2,2,NN
Ghana,5,518,6.25,4,2,1,NN
gherkin,7,23,3.14,5,2,1,NN
gherkins,8,18,2.89,6,2,2,NN
ghetto,6,1154,7.05,4,2,1,NN
ghettos,7,355,5.87,5,2,2,NN
ghost,5,10849,9.29,4,1,1,NN
ghosted,7,80,4.38,6,2,2,VB
ghostlike,9,7,1.95,7,2,2,JJ|RB
ghosts,6,3394,8.13,5,1,2,NN
ghoul,5,6739,8.82,3,1,1,NN
ghouls,6,483,6.18,4,1,2,NN
giant,5,35553,10.48,5,1,1,NN|JJ
giants,6,4491,8.41,6,1,2,NN
gibber,6,101,4.62,4,2,1,VB
gibberish,9,906,6.81,6,3,2,NN
gibbon,6,234,5.46,5,2,1,NN
tend,4,31395,10.35,4,1,1,VB
gibes,5,24,3.18,4,1,2,NN
giblet,6,12,2.48,6,2,1,NN
Gibraltar,9,413,6.02,8,3,1,NN
giddiness,9,31,3.43,7,3,2,NN
giddy,5,268,5.59,4,2,1,JJ
tens,4,4550,8.42,4,1,2,NN
gifted,6,1836,7.52,6,2,2,JJ
gifts,5,5073,8.53,5,1,2,NN
tent,4,3187,8.07,4,1,1,NN
gigantic,8,1445,7.28,8,3,1,JJ
giggle,6,1348,7.21,4,2,1,NN
giggled,7,1465,7.29,5,2,2,VB
giggles,7,703,6.56,5,2,2,NN
giggling,8,1008,6.92,6,3,2,VB
gigolo,6,199,5.29,6,3,1,NN
Gilbert,7,4184,8.34,6,2,2,NN
term,4,58014,10.97,3,1,1,NN|VB
gilded,6,211,5.35,6,2,2,JJ|VB
Tess,4,407,6.01,3,1,1,NN
Gillespie,9,749,6.62,7,3,1,NN
test,4,124267,11.73,4,1,1,NN|VB
gimbaled,8,6,1.79,6,2,2,JJ
gimme,5,2168,7.68,4,2,2,encl
gimmick,7,1439,7.27,5,2,1,NN
text,4,124115,11.73,5,1,1,NN
ginger,6,2692,7.9,5,2,1,NN|JJ
gingerly,8,398,5.99,7,3,2,RB
gingham,7,28,3.33,5,2,1,NN
gingerbread,11,122,4.8,9,3,2,NN
gingersnap,10,5,1.61,9,3,2,NN
ginghams,8,0,0,6,2,2,NN
gingko,6,97,4.57,5,2,1,NN
ginkgo,6,230,5.44,5,2,1,NN
ginmill,7,0,0,6,2,2,NN
ginner's,8,0,0,5,2,3,encl
ginning,7,20,3,5,2,NULL,NULL
Thai,4,6998,8.85,2,1,1,NN|JJ
ginseng,7,454,6.12,6,2,1,NN
Giovanni,8,1329,7.19,7,3,1,NN
giraffe,7,379,5.94,5,2,1,NN
than,4,702491,13.46,3,1,1,minor
girders,7,67,4.2,5,2,3,NN
girdle,6,279,5.63,4,2,1,NN
that,4,5262331,15.48,3,1,1,minor|NN
girlfriend,10,7675,8.95,8,2,2,NN
girlhood,8,24,3.18,6,2,2,NN
girlish,7,226,5.42,5,2,2,JJ
girlishly,9,12,2.48,7,3,3,RB
girls,5,26581,10.19,4,1,2,NN
girl's,6,3280,8.1,4,1,2,encl
girth,5,237,5.47,3,1,1,NN
thaw,4,555,6.32,2,1,1,NN|VB
thee,4,4731,8.46,2,1,1,minor|NN
giveaway,8,641,6.46,6,3,2,NN
giveaways,9,215,5.37,7,3,3,NN
given,5,123144,11.72,4,2,2,VB|NN|JJ
giver,5,437,6.08,4,2,2,NN
givers,6,134,4.9,5,2,3,NN
gives,5,54544,10.91,4,1,2,VB
giveth,6,293,5.68,5,2,2,VB
giving,6,44099,10.69,5,2,2,VB|NN
gizzard,7,32,3.47,5,2,1,NN
glace,5,95,4.55,5,2,NULL,JJ|VB
glacial,7,1714,7.45,6,2,2,JJ
glacier,7,712,6.57,6,2,1,NN
glaciers,8,717,6.58,7,2,2,NN
them,4,801560,13.59,3,1,1,minor
gladden,7,83,4.42,5,2,2,VB
glade,5,214,5.37,4,1,1,NN
gladly,6,4172,8.34,6,2,2,RB
gladness,8,80,4.38,7,2,2,NN
gladiator,9,396,5.98,8,4,2,NN
glamor,6,79,4.37,5,2,1,NN
glamorize,9,24,3.18,7,3,2,VB
glamorous,9,372,5.92,7,3,2,JJ
glance,6,3357,8.12,5,1,1,NN|VB
glanced,7,2019,7.61,6,1,2,VB
glances,7,478,6.17,7,2,2,NN|VB
glancing,8,711,6.57,7,2,2,VB|JJ
gland,5,740,6.61,5,1,1,NN
glanders,8,0,0,7,2,NULL,NN
glands,6,636,6.46,6,1,2,NN
glandular,9,74,4.3,8,3,1,JJ
glare,5,908,6.81,4,1,1,NN|VB
glared,6,374,5.92,5,1,2,VB
glaring,7,1213,7.1,6,2,2,JJ|VB|NN
glaringly,9,142,4.96,8,3,3,RB
Glasgow,7,1995,7.6,6,2,1,NN
glass,5,20768,9.94,4,1,1,NN
glassblower,11,9,2.2,8,2,3,NN
glasscutter,11,0,0,8,3,NULL,NULL
glasses,7,8546,9.05,6,2,2,NN
glasshouse,10,29,3.37,7,2,2,NN
glassless,9,2,0.69,7,2,2,JJ
glassware,9,257,5.55,7,2,2,NN
glassy,6,242,5.49,5,2,2,JJ
glaucoma,8,388,5.96,7,3,1,NN
glaze,5,504,6.22,4,1,1,NN|VB
glazed,6,474,6.16,5,1,2,VB|JJ
glazes,6,78,4.36,6,2,2,NN|VB
glazing,7,138,4.93,6,2,2,VB|NN
gleam,5,451,6.11,4,1,1,NN|VB
gleamed,7,130,4.87,5,1,2,VB
gleaming,8,499,6.21,6,2,2,VB
glean,5,302,5.71,4,1,1,VB
gleaned,7,730,6.59,5,1,2,VB
then,4,705900,13.47,3,1,1,RB|JJ
gleeful,7,155,5.04,5,2,2,JJ
gleefully,9,616,6.42,6,3,3,RB
glees,5,3,1.1,4,1,2,NN
they,4,1617818,14.3,2,1,1,minor
Glenn,5,8629,9.06,4,1,1,NN
thin,4,14257,9.57,3,1,1,JJ|RB|NN|VB
glibly,6,83,4.42,6,2,2,RB
glide,5,1428,7.26,4,1,1,VB|NN
glided,6,211,5.35,6,2,2,VB
glider,6,1966,7.58,5,2,2,NN
gliders,7,477,6.17,6,2,3,NN
glides,6,152,5.02,5,1,2,VB|NN
glimmer,7,401,5.99,5,2,1,NN|VB
glimmering,10,69,4.23,7,3,2,VB
glimpse,7,1684,7.43,6,1,1,NN
glimpsed,8,141,4.95,7,1,2,VB
glimpses,8,372,5.92,8,2,2,NN
glint,5,812,6.7,5,1,1,NN|VB
glinted,7,55,4.01,7,2,2,VB
glinting,8,61,4.11,7,2,2,VB
glisten,7,79,4.37,5,2,1,VB
glistened,9,197,5.28,6,2,2,VB
glistening,10,720,6.58,7,3,2,VB|JJ
glitter,7,898,6.8,5,2,1,NN|VB
glittered,9,62,4.13,6,2,2,VB
glittering,10,318,5.76,7,3,2,VB|JJ
gloat,5,313,5.75,4,1,1,VB|NN
gloated,7,63,4.14,6,2,2,VB
gloats,6,57,4.04,5,1,2,VB|NN
global,6,30247,10.32,5,2,2,JJ
globally,8,1877,7.54,6,3,3,RB
globe,5,5452,8.6,4,1,1,NN
globes,6,376,5.93,5,1,2,NN
globetrotter,12,32,3.47,9,3,3,NN
globular,8,358,5.88,8,3,3,JJ
globule,7,25,3.22,7,2,2,NN
globulin,8,280,5.63,9,3,2,NN
glockenspiel,12,51,3.93,10,3,1,NN
gloom,5,3144,8.05,4,1,1,NN
gloomily,8,16,2.77,7,3,3,RB
gloomy,6,544,6.3,5,2,2,JJ
Gloria,6,3550,8.17,6,2,1,NN
glories,7,373,5.92,6,2,2,NN|VB
glorification,13,182,5.2,11,5,3,NN
glorified,9,827,6.72,8,3,3,VB
glorifies,9,84,4.43,8,3,3,VB
glorify,7,537,6.29,7,3,2,VB
glorious,8,2924,7.98,7,2,2,JJ
glory,5,9891,9.2,5,2,1,NN
gloriously,10,148,5,9,3,3,RB
glorying,8,11,2.4,7,3,2,VB
gloss,5,895,6.8,4,1,1,NN|VB
glossary,8,2490,7.82,7,3,2,NN|JJ
glossed,7,232,5.45,5,1,2,VB
glossy,6,2856,7.96,5,2,2,JJ
glottal,7,69,4.23,5,2,2,JJ
Gloucester,10,669,6.51,6,2,2,NN
glove,5,2355,7.76,4,1,1,NN|VB
gloved,6,223,5.41,5,1,2,VB|JJ
gloves,6,3969,8.29,5,1,2,NN|VB
this,4,3251989,14.99,3,1,1,minor|NN
glowed,6,319,5.77,4,1,2,VB
glower,6,89,4.49,4,1,1,VB|NN
glowered,8,55,4.01,5,1,2,VB
glowering,9,51,3.93,6,2,2,VB|NN
glowing,7,2005,7.6,5,2,2,VB
glows,5,270,5.6,4,1,2,NN|VB
glucose,7,2425,7.79,6,2,1,NN
Thor,4,3332,8.11,3,1,1,NN
glued,5,1437,7.27,4,1,2,VB|JJ
thou,4,6581,8.79,2,1,1,minor
glumly,6,38,3.64,6,2,2,RB
thru,4,16480,9.71,3,1,1,minor|RB
gluten,6,760,6.63,5,2,1,NN
glutinous,9,10,2.3,8,3,2,JJ
glutted,7,31,3.43,6,2,2,JJ|VB
glutton,7,115,4.74,5,2,1,NN
gluttons,8,21,3.04,6,2,2,NN
gluttony,8,82,4.41,6,3,2,NN
glycerin,8,113,4.73,8,3,1,NN
glycerine,9,151,5.02,8,3,1,NN
glycerol,8,140,4.94,8,3,1,NN
glycol,6,324,5.78,6,2,1,NN
gnarled,7,123,4.81,5,1,2,JJ
gnash,5,54,3.99,3,1,1,VB
gnashing,8,153,5.03,5,2,2,VB
thud,4,465,6.14,3,1,1,NN|VB
thug,4,831,6.72,3,1,1,NN
gnawed,6,77,4.34,3,1,2,VB
gnawing,7,383,5.95,4,2,2,NN|VB
gnome,5,576,6.36,3,1,1,NN
gnomelike,9,1,0,6,2,2,VB|NN|JJ
gnomes,6,1773,7.48,4,1,2,NN
thus,4,68926,11.14,3,1,1,RB|NN|JJ
tick,4,4619,8.44,3,1,1,NN|VB
goaded,6,91,4.51,5,2,2,VB
tide,4,3977,8.29,3,1,1,NN|VB
goalie,6,1109,7.01,4,2,2,NN
goalkeeper,10,219,5.39,7,3,3,NN
goalpost,8,33,3.5,7,2,2,NN
goals,5,14806,9.6,4,1,2,NN
tidy,4,815,6.7,4,2,1,JJ
goatee,6,186,5.23,4,2,1,NN
goatherd,8,27,3.3,6,2,2,NN
goat's,6,114,4.74,4,1,2,encl
goatskin,8,19,2.94,7,2,2,NN
tied,4,11216,9.33,3,1,2,VB
gobble,6,231,5.44,4,2,1,VB|NN
gobbled,7,186,5.23,5,2,2,VB|JJ
gobbledygook,12,99,4.6,9,4,1,NN
gobbler,7,99,4.6,5,3,2,NN
gobblers,8,27,3.3,6,3,3,NN
gobbles,7,105,4.65,5,2,2,VB
goblet,6,103,4.63,6,2,1,NN
goblin,6,25243,10.14,6,2,1,NN
tier,4,1352,7.21,3,1,1,NN
ties,4,7041,8.86,3,1,2,NN|VB
godchild,8,23,3.14,7,2,2,NN
goddaughter,11,9,2.2,7,3,2,NN
goddess,7,5486,8.61,5,2,2,NN
godfather,9,880,6.78,7,3,2,NN
godfearing,10,5,1.61,8,3,3,JJ|VB|NN
godforsaken,11,100,4.61,10,4,4,JJ
godhead,7,906,6.81,6,2,2,NN
godless,7,399,5.99,6,2,2,JJ
frothing,8,380,5.94,6,2,2,VB
frothy,6,142,4.96,5,2,2,JJ
frown,5,804,6.69,4,1,1,VB
frowned,7,1284,7.16,5,1,2,VB
frowning,8,197,5.28,6,2,2,VB
frowningly,10,0,0,8,3,3,RB
frowns,6,233,5.45,5,1,2,VB
frowzy,6,3,1.1,5,2,1,JJ
froze,5,1329,7.19,4,1,1,VB
frozen,6,7705,8.95,5,2,2,VB|JJ
frugal,6,658,6.49,6,2,1,JJ
frugality,9,84,4.43,9,4,2,NN
frugally,8,51,3.93,7,3,2,RB
fruit,5,10728,9.28,4,1,1,NN
fruitcake,9,217,5.38,7,2,2,NN
fruitful,8,767,6.64,6,2,2,JJ
fruitfully,10,41,3.71,7,3,3,RB
fruitfulness,12,20,3,9,3,3,NN
fruition,8,305,5.72,6,3,2,NN
fruitless,9,531,6.27,7,2,2,JJ
fruitlessly,11,51,3.93,9,3,3,RB
fruits,6,4378,8.38,5,1,2,NN
fruity,6,295,5.69,5,2,2,JJ
frump,5,31,3.43,5,1,1,NN
frumpy,6,51,3.93,6,2,2,JJ
frustrate,9,258,5.55,8,2,1,VB
frustrated,10,4777,8.47,10,3,2,VB|JJ
frustrating,11,3886,8.27,10,3,2,JJ|VB
frustrations,12,764,6.64,10,3,3,NN
tiff,4,2981,8,3,1,1,NN
fryer,5,200,5.3,4,1,2,NN
frustration,11,4331,8.37,9,3,2,NN
fuchsia,7,28,3.33,5,2,1,NN|JJ
fudge,5,1417,7.26,3,1,1,VB|NN
tile,4,1327,7.19,3,1,1,NN|VB
fueled,6,740,6.61,6,1,2,VB
fuels,5,1636,7.4,6,1,2,NN|VB
fugitive,8,978,6.89,8,3,2,JJ|NN
fugitives,9,159,5.07,9,3,3,NN
fugue,5,438,6.08,4,1,1,NN
fuhrer,6,284,5.65,5,2,NULL,NN
till,4,17332,9.76,3,1,1,minor|VB|NN
Fulbright,9,320,5.77,7,2,NULL,NN
fulcrum,7,154,5.04,7,2,1,NN
fulfill,7,3844,8.25,6,2,2,VB
fulfilled,9,2164,7.68,7,2,3,VB
fulfilling,10,1539,7.34,8,3,3,VB|JJ
fulfillment,11,1661,7.42,10,3,3,NN
fulfills,8,656,6.49,7,2,3,VB
tilt,4,2136,7.67,4,1,1,NN|VB
fullback,8,127,4.84,6,2,2,NN
fullbacking,11,0,0,8,3,3,VB
fuller,6,3091,8.04,4,2,2,JJ
fullest,7,1022,6.93,6,2,2,JJ
fullness,8,582,6.37,6,2,2,NN
fully,5,35053,10.46,4,2,2,RB
fulminate,9,75,4.32,8,3,1,VB
fulminating,11,19,2.94,10,4,2,VB|NN
Fulton,6,1082,6.99,6,2,2,NN
fumble,6,332,5.81,5,2,1,NN|VB
fumbled,7,285,5.65,6,2,2,VB
fumbling,8,372,5.92,7,3,2,VB
time,4,788823,13.58,3,1,1,NN|VB
fumed,5,89,4.49,5,1,2,VB
fumes,5,1047,6.95,5,1,2,NN|VB
fumigate,8,20,3,8,3,2,VB
fumigation,10,41,3.71,9,4,3,NN
fuming,6,192,5.26,6,2,2,VB
tint,4,515,6.24,4,1,1,NN|VB
function,8,57907,10.97,6,2,2,NN|VB
functioned,10,486,6.19,7,2,3,VB
functioning,11,3959,8.28,8,3,3,VB|NN
functions,9,33459,10.42,7,2,3,NN|VB
functional,10,9568,9.17,8,3,3,JJ
functionally,12,856,6.75,9,4,4,RB
functionalism,13,58,4.06,11,5,4,NN
functionalist,13,44,3.78,11,4,4,NN|JJ
tiny,4,15764,9.67,4,2,1,JJ|NN
fundamental,11,11945,9.39,10,4,3,JJ
fundamentalism,14,747,6.62,13,6,4,NN
fundamentalist,14,2331,7.75,13,5,4,JJ|NN
fundamentally,13,2425,7.79,11,5,4,RB
fundamentals,12,2013,7.61,11,4,4,NN
funding,7,12763,9.45,6,2,2,NN|VB
funds,5,23862,10.08,5,1,2,NN|VB
fund's,6,169,5.13,5,1,2,encl
funeral,7,3227,8.08,8,3,2,NN
funerals,8,311,5.74,9,3,3,NN
funereal,8,30,3.4,9,3,2,JJ
funfair,7,12,2.48,6,2,2,NN
fungal,6,1579,7.36,6,2,2,JJ
fungi,5,1169,7.06,5,2,2,NN
furlough,8,44,3.78,4,2,1,NN
fungicide,9,87,4.47,8,3,2,NN
fungicides,10,95,4.55,9,3,3,NN
fungus,6,885,6.79,6,2,2,NN|JJ
tips,4,17439,9.77,4,1,2,NN|VB
funky,5,2887,7.97,5,2,2,JJ
funnel,6,791,6.67,4,2,1,NN|VB
funneled,8,146,4.98,5,2,2,VB
funnels,7,75,4.32,5,2,2,NN|VB
funnier,7,932,6.84,5,2,3,JJ
funniest,8,1668,7.42,7,3,3,JJ
funny,5,36714,10.51,4,2,2,JJ
tire,4,6155,8.73,3,1,1,VB|NN
furbish,7,4,1.39,5,2,1,VB
furbishing,10,0,0,7,3,2,VB|NN
furies,6,154,5.04,6,2,2,NN
furious,7,1603,7.38,7,2,2,JJ
furiously,9,848,6.74,9,3,3,RB
tits,4,5535,8.62,4,1,2,NN
furled,6,24,3.18,4,1,2,VB|JJ
furlong,7,181,5.2,5,2,1,NN
furlongs,8,33,3.5,6,2,2,NN
furloughed,10,10,2.3,5,2,2,JJ|VB
furnace,7,1248,7.13,5,2,1,NN
furnaces,8,350,5.86,7,3,2,NN
furnace's,9,3,1.1,7,3,2,encl
furnish,7,1095,7,5,2,1,VB
furnished,9,1100,7,6,2,2,VB
furnishes,9,124,4.82,7,3,2,VB
furnishing,10,153,5.03,7,3,2,VB|NN
furnishings,11,265,5.58,8,3,3,NN
furniture,9,4701,8.46,6,3,1,NN
furor,5,335,5.81,6,2,NULL,NN
furrow,6,151,5.02,4,2,1,NN|VB
furrowed,8,95,4.55,5,2,2,JJ|VB
furrows,7,64,4.16,5,2,2,NN|VB
furry,5,3524,8.17,3,2,2,JJ
toad,4,1692,7.43,3,1,1,NN
further,7,83287,11.33,4,2,2,JJ|RB|VB
furthered,9,105,4.65,5,2,3,VB
furthering,10,490,6.19,6,3,3,VB|NN|JJ
furtive,7,116,4.75,5,2,1,JJ
furtively,9,76,4.33,7,3,2,RB
furthermore,11,11586,9.36,7,3,3,RB
furthermost,11,0,0,8,3,3,JJ
Todd,4,14694,9.6,3,1,1,NN
toes,4,4548,8.42,3,1,2,NN|VB
fused,5,459,6.13,5,1,2,VB
fuselage,8,759,6.63,8,3,1,NN
fuses,5,619,6.43,6,2,2,NN
fusing,6,213,5.36,6,2,2,VB
fusion,6,8735,9.08,5,2,2,NN
tofu,4,911,6.81,4,2,1,NN
fussily,7,3,1.1,6,3,3,RB
fussing,7,169,5.13,5,2,2,VB|NN
fussy,5,528,6.27,4,2,2,JJ
fusty,5,8,2.08,5,2,2,JJ
futile,6,2579,7.86,5,2,1,JJ
futility,8,514,6.24,9,4,2,NN
future,6,90741,11.42,5,2,1,NN|JJ
futurism,8,130,4.87,8,4,2,NN
futurist,8,255,5.54,8,3,2,NN|JJ
gages,5,69,4.23,5,2,2,NN|VB
gagged,6,721,6.58,4,1,2,VB
futuristic,10,835,6.73,10,4,3,JJ
toga,4,1064,6.97,4,2,1,NN
fuzzed,6,42,3.74,4,1,2,JJ|VB
fuzzy,5,6439,8.77,4,2,2,JJ
togs,4,30,3.4,4,1,2,NN
gabble,6,8,2.08,4,2,1,NN|VB
gabbling,8,3,1.1,6,3,2,VB|NN|JJ
gable,5,194,5.27,4,2,1,NN
gables,6,314,5.75,5,2,2,NN
Gabriel,7,6111,8.72,7,2,1,NN
Gabrielle,9,752,6.62,7,3,1,NN
Gabriel's,9,236,5.46,8,2,2,encl
gadfly,6,208,5.34,6,2,2,NN
gadget,6,1337,7.2,5,2,1,NN
gadgetry,8,106,4.66,7,3,2,NN
gadgets,7,1192,7.08,6,2,2,NN
Gaelic,6,1345,7.2,5,2,2,JJ
toil,4,369,5.91,3,1,1,VB|NN
gaffer,6,90,4.5,4,2,1,NN
told,4,104947,11.56,4,1,1,VB
toll,4,7570,8.93,3,1,1,NN|VB
tomb,4,6175,8.73,3,1,1,NN
gagging,7,311,5.74,5,2,2,VB
gaggle,6,157,5.06,4,2,1,NN
gaging,6,11,2.4,5,2,2,VB
tome,4,5933,8.69,3,1,1,NN
gagwriters,10,0,0,8,3,NULL,NULL
gaieties,8,8,2.08,6,2,3,NN
gaiety,6,59,4.08,5,2,2,NN
gaily,5,88,4.48,4,2,2,RB
tone,4,14823,9.6,3,1,1,NN|VB
gained,6,7170,8.88,4,1,2,VB
gainer,6,105,4.65,4,2,2,NN
gainers,7,158,5.06,5,2,3,NN
Gainesville,11,1545,7.34,7,2,2,NN
gainful,7,229,5.43,5,2,2,JJ
gaining,7,4039,8.3,5,2,2,VB
gains,5,7633,8.94,4,1,2,NN|VB
tong,4,1238,7.12,3,1,1,NN
gaited,6,20,3,5,2,NULL,JJ
tons,4,10820,9.29,4,1,2,NN
Tony,4,27385,10.22,4,2,1,NN
galactic,8,3288,8.1,8,3,1,JJ
Galahad,7,290,5.67,7,3,1,NN
Galapagos,9,367,5.91,9,4,1,NN
galaxies,8,2227,7.71,8,3,2,NN
galaxy,6,9295,9.14,7,3,1,NN
took,4,87271,11.38,3,1,1,VB|NN
Galilee,7,266,5.58,6,3,1,NN
tool,4,33286,10.41,3,1,1,NN
gallant,7,481,6.18,6,2,1,JJ|NN
gallantry,9,64,4.16,8,3,2,NN
gallants,8,1,0,7,2,2,NN
gallbladder,11,70,4.25,8,3,2,NN
galled,6,29,3.37,4,1,2,JJ|VB
galleon,7,66,4.19,6,2,1,NN
